emp_no,first_name,last_name,title,from_date,to_date,dept_name
13402,Augustine,Dulli,Engineer,9/12/1999,1/1/9999,Research
13405,Randy,Baba,Senior Staff,5/10/1990,1/1/9999,Sales
13407,Gio,Chenoweth,Engineer,10/3/1992,10/3/2001,Production
13408,Sreekrishna,Lagarias,Engineer,7/25/1995,7/24/2000,Production
13415,Nathalie,Speer,Technique Leader,4/25/1991,1/1/9999,Quality Management
13422,Vishwani,Gerlach,Engineer,1/17/1988,1/17/1995,Quality Management
13442,Giordano,Miake,Senior Staff,6/16/1994,1/1/9999,Human Resources
13443,Mayuko,Puppo,Engineer,12/26/1990,12/25/1996,Quality Management
13445,Renee,Dehkordi,Engineer,11/29/1996,1/1/9999,Production
13451,Gretta,Weiland,Senior Staff,8/23/1995,1/1/9999,Human Resources
13457,Shooichi,Parfitt,Engineer,1/18/1986,1/18/1991,Quality Management
13458,Feipei,Nivat,Engineer,3/2/1989,3/2/1995,Customer Service
13463,Theron,Berstel,Engineer,1/26/1988,1/25/1993,Production
13465,Sasan,Rehfuss,Engineer,3/12/1999,1/1/9999,Production
13493,Uinam,Jullig,Engineer,9/7/1987,9/6/1992,Development
13504,Parto,Mandell,Assistant Engineer,12/21/1986,12/21/1994,Development
13524,Chaoyi,Porotnikoff,Senior Staff,10/27/2000,1/1/9999,Sales
13535,Arunas,Schlenzig,Assistant Engineer,5/19/1986,5/19/1993,Production
13546,Aimee,Brookner,Engineer,10/26/1988,10/26/1997,Production
13549,Matk,Koprowski,Technique Leader,6/18/1997,1/1/9999,Development
13552,Ingmar,Capobianchi,Senior Staff,3/23/1993,1/1/9999,Research
13576,Jungsoon,Engberts,Senior Staff,8/29/2001,1/1/9999,Research
13605,Dmitry,Encarnacion,Senior Staff,9/29/1991,1/1/9999,Sales
13621,Fei,Haddadi,Assistant Engineer,2/9/1987,2/9/1995,Development
13624,Zhigen,Yurek,Senior Staff,5/11/1996,1/1/9999,Human Resources
13629,Dzung,Trelles,Engineer,1/3/1987,1/3/1994,Development
13648,Zejun,Lamba,Technique Leader,11/16/1985,1/1/9999,Production
13653,Kristen,Iivonen,Senior Staff,1/17/2000,1/1/9999,Human Resources
13670,Moti,Takanami,Senior Engineer,6/30/1988,1/1/9999,Development
13680,Denny,Speer,Staff,2/5/1996,1/1/9999,Sales
13685,Weicheng,Hockney,Engineer,11/29/1991,11/29/1999,Development
13697,Shuichi,Weedon,Technique Leader,6/20/1985,1/1/9999,Development
13704,Vishu,Kumaresan,Engineer,10/1/1987,10/1/1995,Production
13721,Sugwoo,Delgrossi,Senior Staff,9/20/2001,1/1/9999,Sales
13727,Vitali,Merey,Staff,10/7/1999,1/1/9999,Human Resources
13738,Bangqing,Mitchem,Engineer,6/30/1998,1/1/9999,Development
13766,Tremaine,Heemskerk,Senior Staff,8/18/1986,1/1/9999,Customer Service
13769,Yakichi,Trogemann,Senior Staff,10/18/1988,1/1/9999,Sales
13775,Arve,Maierhofer,Senior Staff,10/21/1994,1/1/9999,Sales
13786,Takushi,Berendt,Senior Staff,5/19/1995,1/1/9999,Sales
13787,Xiaobin,Sinicrope,Engineer,10/30/1990,10/29/1996,Production
13792,Valery,Sury,Senior Staff,7/27/1991,1/1/9999,Finance
13796,Paloma,Thorelli,Engineer,1/1/1996,1/1/9999,Development
13809,Kiyotoshi,Basagni,Senior Staff,1/12/1991,1/1/9999,Customer Service
13815,Guadalupe,Plotkin,Engineer,9/9/1985,9/9/1993,Production
13825,Arlette,Pell,Technique Leader,8/2/1986,1/1/9999,Production
13841,Christophe,Spinelli,Technique Leader,2/1/1992,1/1/9999,Quality Management
13842,Juichirou,Cichocki,Senior Staff,4/20/2000,1/1/9999,Research
13846,Guiseppe,Welham,Senior Staff,3/20/1985,1/1/9999,Research
13853,Mingsen,Roohalamini,Senior Staff,3/25/1991,1/1/9999,Research
13859,Anoosh,Fujisawa,Engineer,8/23/1987,8/22/1992,Development
13884,Kensei,Swift,Engineer,12/21/1998,1/1/9999,Production
13894,Ult,Schonegge,Assistant Engineer,11/28/1987,11/28/1995,Production
13904,Youngkon,Cairo,Senior Engineer,9/3/1987,1/1/9999,Development
13934,Shiv,Bratsberg,Senior Engineer,4/5/1990,1/1/9999,Development
13942,Elzbieta,Esteva,Technique Leader,10/13/1997,1/1/9999,Development
13951,Mooi,Genther,Senior Staff,12/28/1990,1/1/9999,Sales
13960,Nechama,Hettesheimer,Senior Staff,4/6/1996,1/1/9999,Finance
13962,Maris,Ghelli,Senior Engineer,10/26/1994,1/1/9999,Production
13966,Boguslaw,Cooman,Senior Staff,12/26/1990,1/1/9999,Customer Service
13969,Jianwen,Chandrasekhar,Technique Leader,5/29/1985,1/1/9999,Development
13990,Deborah,Schapiro,Assistant Engineer,6/10/1988,6/10/1996,Development
13992,Ulises,Kenevan,Senior Staff,7/27/1994,1/1/9999,Finance
13999,Florian,Crouzet,Senior Staff,2/25/2000,1/1/9999,Human Resources
14005,Vojin,Stellhorn,Technique Leader,5/10/1985,1/1/9999,Quality Management
14015,Manibrata,Picaronny,Senior Engineer,8/15/1997,1/1/9999,Quality Management
14034,Aloys,Seghrouchni,Senior Staff,8/26/1991,1/1/9999,Finance
14041,Shan,DeMori,Senior Staff,12/22/1995,1/1/9999,Marketing
14067,Godehard,Trachtenberg,Engineer,2/14/1994,2/14/2000,Production
14088,Mori,Leslie,Senior Staff,11/10/1994,1/1/9999,Research
14107,Xiahua,Rindone,Senior Staff,12/15/1999,1/1/9999,Marketing
14111,Leszek,Cummings,Senior Staff,9/26/1999,1/1/9999,Customer Service
14118,Kasturi,Anido,Senior Staff,4/6/1985,1/1/9999,Customer Service
14167,Adas,Hertweck,Engineer,12/1/1985,12/1/1994,Production
14191,Jiann,Luby,Engineer,1/16/1987,1/15/1993,Development
14209,Masanao,Kusakabe,Senior Staff,4/6/1988,1/1/9999,Research
14220,Tomofumi,Pargas,Senior Engineer,12/2/1987,1/1/9999,Production
14232,Masali,Bojadziev,Engineer,9/10/1994,9/10/1999,Development
14236,Xuedong,Angiulli,Senior Staff,11/7/1988,1/1/9999,Research
14237,Abdulla,Gerlach,Engineer,6/13/1986,6/13/1994,Customer Service
14242,Sudhanshu,Benaini,Senior Staff,6/27/1992,1/1/9999,Customer Service
14257,Kwok,Massonet,Staff,2/4/1998,1/1/9999,Customer Service
14290,Miyeon,Olivero,Senior Engineer,3/29/1992,1/1/9999,Production
14292,Susanna,Vigier,Senior Staff,2/18/1997,1/1/9999,Research
14298,Chriss,Granlund,Engineer,1/7/1996,1/6/2001,Production
14310,Marlo,Leuchs,Senior Staff,2/23/1987,1/1/9999,Sales
14320,Sreenivas,Schaar,Engineer,6/30/1986,6/29/1992,Production
14322,Shem,Kakkad,Engineer,11/19/1999,1/1/9999,Development
14323,Golgen,Leslie,Staff,8/5/1997,1/1/9999,Customer Service
14340,Vitaly,Wixon,Engineer,12/19/1986,12/19/1995,Production
14344,Otilia,Buescher,Technique Leader,12/16/1988,1/1/9999,Production
14354,Mong,Bojadziev,Senior Staff,8/28/1990,1/1/9999,Sales
14360,Janche,Erbe,Senior Staff,8/1/1997,1/1/9999,Research
14372,Saniya,Srimani,Engineer,12/26/1999,1/1/9999,Research
14384,Tomofumi,Holburn,Technique Leader,2/13/1988,1/1/9999,Development
14422,Toshimo,Gadepally,Engineer,10/20/1985,10/20/1990,Production
14434,Elvis,Maginnis,Technique Leader,9/21/1989,1/1/9999,Development
14439,Raimond,Woycyznski,Engineer,11/1/1986,11/1/1994,Quality Management
14460,Yagil,Lueh,Engineer,1/23/1988,1/23/1995,Production
14478,Munehiro,Boissier,Senior Staff,6/28/1992,1/1/9999,Sales
14481,Moti,Lammel,Engineer,8/25/1987,8/24/1993,Production
14483,Supot,Marrevee,Senior Engineer,1/30/1986,1/1/9999,Development
14486,Indrajit,Birdsall,Engineer,8/12/1994,8/12/1999,Production
14498,Xiong,Selenyi,Senior Staff,10/17/1994,1/1/9999,Human Resources
14501,Taizo,Kroft,Technique Leader,11/20/1991,1/1/9999,Production
14509,Danil,Aloia,Senior Staff,12/16/2001,1/1/9999,Finance
14513,Samphel,Barreiro,Senior Staff,7/28/1985,1/1/9999,Sales
14515,Kazuhisa,Versino,Engineer,2/19/1991,2/19/1996,Quality Management
14516,Kristian,Underwood,Senior Staff,4/8/1989,1/1/9999,Sales
14518,Patricia,Peir,Engineer,2/18/1996,1/1/9999,Production
14522,Chuanyi,Ranta,Senior Staff,1/14/1990,1/1/9999,Finance
14537,Babette,Engelmann,Engineer,3/17/1989,3/17/1994,Quality Management
14552,Ibibia,Snyers,Engineer,6/13/1994,6/13/1999,Development
14556,Fatemeh,Zultner,Assistant Engineer,12/26/1986,12/26/1994,Production
14560,Elrique,Driscoll,Engineer,5/21/1985,5/21/1993,Development
14581,Gao,Condotta,Engineer,6/28/1988,6/28/1996,Development
14582,Kiyokazu,Morrin,Senior Engineer,4/8/1999,1/1/9999,Development
14600,Jayson,Cairo,Senior Staff,10/24/1988,1/1/9999,Customer Service
14603,Lech,Marquardt,Engineer,1/19/1986,1/19/1993,Development
14607,Suzette,Selvestrel,Staff,6/26/1994,1/1/9999,Sales
14620,Jianhua,Erev,Engineer,8/4/1988,8/4/1993,Production
14621,Souichi,Wixon,Senior Staff,1/20/1992,1/1/9999,Sales
14632,Gudjon,McClurg,Assistant Engineer,8/1/1987,8/1/1994,Quality Management
14639,Arvind,Hempstead,Senior Staff,11/8/1994,1/1/9999,Sales
14640,Toshimori,Kornatzky,Engineer,5/20/1992,5/20/1998,Development
14642,Florian,Kuhnemann,Engineer,6/5/1987,6/4/1996,Development
14645,Laurentiu,Glinert,Engineer,5/1/1987,5/1/1995,Development
14648,IEEE,Lorys,Senior Staff,11/16/1994,1/1/9999,Sales
14659,Sashi,Adachi,Engineer,3/16/1985,3/16/1990,Quality Management
14675,Teunis,Angel,Senior Staff,9/25/1988,1/1/9999,Human Resources
14677,Herbert,Sifakis,Senior Engineer,2/12/1987,1/1/9999,Production
14683,Alois,Basart,Engineer,12/2/1986,12/2/1994,Customer Service
14690,Yechezkel,Bellone,Engineer,2/25/1986,2/25/1994,Development
14693,Brewster,Stranks,Senior Staff,5/4/1992,1/1/9999,Customer Service
14710,Mahmut,Hainaut,Senior Staff,9/18/1988,1/1/9999,Marketing
14723,Constantino,Assaf,Senior Staff,6/1/2002,1/1/9999,Human Resources
14724,Aron,Lemarechal,Senior Staff,9/10/1993,1/1/9999,Finance
14780,Marlo,Bruckman,Senior Engineer,9/19/1986,1/1/9999,Production
14785,Zhonghua,Kaiser,Senior Engineer,6/23/1988,1/1/9999,Customer Service
14793,Stein,Uchoa,Engineer,1/18/1998,1/1/9999,Development
14814,Odysseas,Nishimukai,Senior Staff,10/26/1996,1/1/9999,Customer Service
14817,Gaurav,Masaki,Engineer,12/2/1992,12/2/1997,Research
14821,Oguz,Kilgore,Engineer,5/25/1997,1/1/9999,Development
14839,Changho,Cronin,Engineer,4/24/1990,4/24/1998,Development
14853,Taiji,Nergos,Engineer,3/7/1988,3/7/1993,Development
14877,Arto,Meriste,Engineer,6/6/1988,6/6/1996,Development
14879,Anyuan,Sigstam,Engineer,12/29/1987,12/28/1993,Development
14888,Temple,Barriga,Senior Staff,12/9/1986,1/1/9999,Sales
14899,Alejandro,Casley,Senior Staff,2/22/1991,1/1/9999,Sales
14906,Adil,Parveen,Senior Staff,12/10/1996,1/1/9999,Research
14908,Kerhong,Flanders,Engineer,9/17/1992,9/17/1997,Development
14909,Mohan,Kamble,Engineer,12/21/1990,12/20/1996,Development
14911,Xiaobin,Chelton,Engineer,4/6/1987,4/6/1994,Production
14914,Gretta,Benzaken,Engineer,9/25/1999,1/1/9999,Development
14915,Huican,Picco,Engineer,7/3/1994,1/1/9999,Production
14923,Shuzo,Gyorkos,Technique Leader,5/15/1985,1/1/9999,Development
14928,Satoru,Mukaidono,Senior Staff,5/17/1985,1/1/9999,Human Resources
14941,Nathan,Lichtner,Engineer,12/22/1988,12/22/1994,Development
14942,Heon,Benveniste,Engineer,11/15/1987,11/14/1992,Quality Management
14949,Insup,Reinhart,Engineer,10/8/1987,10/8/1995,Production
14954,Fox,Magliocco,Senior Engineer,8/5/1988,1/1/9999,Development
14971,Fan,Simmen,Senior Staff,3/25/1991,1/1/9999,Finance
14983,Hyuckchul,Pouyioutas,Senior Staff,12/26/1996,1/1/9999,Marketing
14993,Sanjay,Koblitz,Engineer,4/20/1988,4/20/1994,Development
15005,Kiam,Sadowsky,Engineer,5/23/1986,5/23/1993,Production
15016,Woody,Gulik,Senior Staff,10/21/1991,1/1/9999,Finance
15018,Ramalingam,Prenel,Senior Staff,3/11/1999,1/1/9999,Marketing
15019,Qingxiang,Shokrollahi,Engineer,11/2/1988,11/2/1997,Quality Management
15029,Giordano,Koshino,Senior Staff,4/26/1996,1/1/9999,Customer Service
15030,Rasikan,Nourani,Senior Staff,4/11/1999,1/1/9999,Sales
15036,Ziva,Delgrande,Senior Engineer,11/4/1994,1/1/9999,Development
15049,Khun,Waymire,Senior Staff,1/17/1991,1/1/9999,Customer Service
15052,Flemming,Kranzdorf,Senior Engineer,1/27/1993,1/1/9999,Production
15055,Shrikanth,Sherertz,Senior Staff,7/15/1997,1/1/9999,Research
15066,Tomokazu,Oaver,Engineer,6/29/1993,6/29/2002,Development
15069,Manton,Siksek,Technique Leader,8/5/1987,1/1/9999,Production
15071,Ayonca,Couchot,Senior Staff,10/15/1996,1/1/9999,Sales
15075,Radoslaw,Rijsenbrij,Engineer,4/24/1986,4/23/1992,Production
15077,Toshiki,Taubenfeld,Senior Engineer,6/25/1993,1/1/9999,Production
15082,Guadalupe,Zirintsis,Technique Leader,4/1/1986,1/1/9999,Development
15087,Chirstian,Ushiama,Engineer,9/14/1988,9/14/1997,Production
15089,Giri,Coney,Engineer,5/14/1987,5/14/1995,Development
15092,Remmert,Bahi,Senior Staff,5/26/1986,1/1/9999,Customer Service
15102,Luigi,Axelband,Engineer,11/4/1992,11/4/2000,Production
15105,Sudhanshu,Itzigehl,Senior Staff,11/22/1994,1/1/9999,Sales
15114,Pantung,Honglei,Engineer,3/9/1998,1/1/9999,Development
15134,Arun,Luiz,Senior Staff,7/23/1998,1/1/9999,Sales
15145,Haldon,Servieres,Engineer,4/19/1988,4/20/1995,Production
15151,Urs,Pouyioutas,Senior Staff,12/30/1999,1/1/9999,Sales
15176,Charlene,Sankaranarayanan,Senior Staff,11/16/1992,1/1/9999,Sales
15193,Neelam,Schach,Senior Engineer,2/14/1989,1/1/9999,Development
15196,Souichi,Duclos,Engineer,7/9/1992,7/9/2001,Development
15202,Pranay,Irland,Assistant Engineer,7/5/1989,7/5/1998,Development
15208,Sudharsan,Shokrollahi,Senior Staff,4/18/1994,1/1/9999,Research
15218,Shuky,Conry,Senior Staff,8/10/2001,1/1/9999,Finance
15228,Mona,Salvesen,Senior Staff,1/17/1995,1/1/9999,Human Resources
15230,Keiichiro,Suessmith,Engineer,3/17/1993,3/17/1999,Development
15234,Jouko,Zhiwei,Senior Engineer,9/3/1987,1/1/9999,Development
15237,Reinhard,Sadowsky,Engineer,8/17/1987,8/17/1995,Development
15243,Mountaz,Famili,Senior Staff,9/19/2001,1/1/9999,Finance
15248,Edwin,Baar,Senior Staff,3/22/1997,1/1/9999,Marketing
15253,Ayonca,Pardalos,Engineer,6/6/1985,6/6/1992,Production
15269,Eric,Reghbati,Engineer,8/21/1986,8/21/1993,Production
15271,Shiv,Bernardeschi,Senior Staff,12/5/1986,1/1/9999,Sales
15292,Miyeon,Lammel,Senior Staff,7/31/1995,1/1/9999,Sales
15324,Ziya,Lunn,Assistant Engineer,3/26/1991,3/25/1996,Production
15329,Fan,Openshaw,Engineer,8/16/1997,1/1/9999,Development
15330,Jaroslava,Chinal,Senior Staff,5/31/1995,1/1/9999,Sales
15337,Masaru,Radivojevic,Engineer,8/7/1988,8/7/1997,Quality Management
15343,Chaosheng,Luce,Engineer,3/12/1985,3/12/1992,Quality Management
15354,Chikara,Nyrup,Staff,10/18/1994,1/1/9999,Customer Service
15365,Mikhail,Schiettecatte,Engineer,8/11/1986,8/11/1995,Development
15369,Premal,Penttonen,Staff,8/20/1999,1/1/9999,Sales
15370,Chuanyi,Nilsson,Senior Engineer,12/21/1993,1/1/9999,Research
15372,Nahum,Broder,Senior Staff,10/12/1994,1/1/9999,Sales
15375,Shuho,Manders,Senior Staff,11/2/2000,1/1/9999,Finance
15377,Shugo,Aumann,Engineer,12/19/1986,12/18/1992,Development
15382,Alassane,Siegrist,Senior Staff,12/26/1992,1/1/9999,Sales
15392,Pradeep,Markovitch,Assistant Engineer,7/4/1994,1/1/9999,Development
15408,Maik,Penttonen,Staff,11/23/1996,1/1/9999,Research
15410,Wilmer,Kushner,Senior Staff,9/13/1998,1/1/9999,Sales
15412,Huai,Thiria,Engineer,8/23/1985,8/23/1992,Development
15438,Constantijn,Munoz,Senior Staff,12/24/1991,1/1/9999,Finance
15441,Arvind,Weisert,Senior Staff,2/6/2000,1/1/9999,Research
15452,Kazuhira,Weedman,Engineer,5/11/1995,1/1/9999,Development
15454,Hongzue,Cesareni,Senior Staff,2/27/1991,1/1/9999,Sales
15470,Weiwu,Huhdanpaa,Engineer,8/8/1996,1/1/9999,Production
15474,Gilbert,Plumb,Senior Staff,12/4/1994,1/1/9999,Sales
15479,Zhenbing,Soicher,Engineer,1/25/1987,1/25/1994,Production
15480,Kwok,Trogemann,Engineer,4/29/1990,4/29/1999,Development
15504,Kasturi,Alpin,Engineer,2/6/1997,1/1/9999,Development
15505,Collette,Mikschl,Engineer,8/30/1986,8/30/1993,Production
15510,Inderjeet,Sethi,Engineer,8/29/1987,8/29/1994,Development
15511,George,Kowalchuk,Senior Staff,4/20/1986,1/1/9999,Sales
15518,Uno,Valtorta,Engineer,10/3/1990,10/2/1996,Development
15525,Masadi,Cherinka,Engineer,4/27/1993,4/27/2001,Development
15534,Guozhong,Grabner,Senior Staff,5/6/1995,1/1/9999,Finance
15543,Mingdong,Staelin,Senior Engineer,7/30/1988,1/1/9999,Production
15548,Sanjai,Caine,Engineer,5/8/1988,5/8/1997,Research
15563,Constantino,Zykh,Senior Staff,4/8/1994,1/1/9999,Customer Service
15565,TRUE,Muchinsky,Senior Staff,12/16/1986,1/1/9999,Marketing
15566,Baoqiu,Azuma,Senior Staff,4/11/1988,1/1/9999,Sales
15600,Mack,Perna,Engineer,4/26/1985,4/26/1994,Production
15601,Carrsten,Anily,Senior Staff,7/10/1994,1/1/9999,Sales
15651,Huan,Iwayama,Assistant Engineer,11/22/1985,11/22/1993,Production
15656,Mohammad,Schaaf,Senior Staff,5/25/1996,1/1/9999,Marketing
15682,Hiroyasu,Przulj,Engineer,6/20/1988,6/21/1995,Quality Management
15687,Dekang,Ambroszkiewicz,Senior Staff,2/13/1996,1/1/9999,Finance
15703,Chenye,Hanratty,Engineer,12/6/1994,1/1/9999,Development
15708,Reuven,Kushnir,Senior Staff,1/22/1995,1/1/9999,Sales
15714,Troy,Bala,Assistant Engineer,3/9/1995,3/8/2001,Production
15715,Insup,Ibel,Staff,9/21/1999,1/1/9999,Sales
15726,Zhilian,Parascandalo,Senior Staff,8/28/2001,1/1/9999,Marketing
15739,Poorav,Bahr,Engineer,3/2/1999,1/1/9999,Development
15740,Stepehn,Pocchiola,Senior Staff,6/3/2000,1/1/9999,Sales
15750,Arumugam,Bresenham,Engineer,11/13/1993,11/13/2000,Production
15765,Tonny,Taubenfeld,Engineer,2/15/1989,2/15/1998,Development
15767,Baocai,Broomell,Assistant Engineer,6/8/1985,6/8/1992,Production
15769,Pranay,Oskamp,Staff,6/20/1999,1/1/9999,Marketing
15788,Taegyun,Deyuan,Engineer,3/13/1990,3/13/1998,Production
15799,Manton,Gelosh,Senior Staff,5/8/1995,1/1/9999,Sales
15809,Mingsen,Antonisse,Senior Staff,6/7/1994,1/1/9999,Finance
15819,Magdalena,Rajcani,Senior Staff,8/16/1999,1/1/9999,Sales
15821,Aleksander,Antonakopoulos,Assistant Engineer,6/9/1988,6/9/1997,Development
15846,Bowen,Litecky,Technique Leader,3/23/1989,1/1/9999,Production
15861,Gio,Anido,Senior Staff,12/20/1995,1/1/9999,Marketing
15866,Angel,Seiwald,Engineer,10/3/1986,10/3/1991,Quality Management
15869,Guoxiang,Bala,Engineer,1/21/1994,1/21/2002,Production
15876,Munehiro,Vakili,Assistant Engineer,8/2/1985,8/2/1992,Development
15877,Yannik,Kroll,Engineer,8/10/1999,1/1/9999,Production
15880,Miquel,Dechter,Technique Leader,12/2/1996,1/1/9999,Production
15889,Sasan,Azumi,Engineer,2/3/1986,2/3/1995,Development
15892,Lunjin,Pettis,Engineer,9/20/1986,9/20/1991,Production
15901,Marsja,Fargier,Engineer,9/23/1987,9/22/1993,Quality Management
15902,Kazuhide,Stille,Senior Staff,3/23/1993,1/1/9999,Research
15905,DeForest,Petersohn,Engineer,2/12/1988,2/11/1993,Production
15911,Shaibal,Viele,Engineer,1/13/1991,1/13/1998,Customer Service
15934,Kensyu,Shinomoto,Assistant Engineer,8/20/1995,1/1/9999,Production
15938,Garnik,Covnot,Senior Staff,10/16/1997,1/1/9999,Sales
15942,Murthy,Rosca,Engineer,9/9/1986,9/9/1991,Production
15943,Yakkov,Demke,Engineer,2/5/1997,2/5/2002,Quality Management
15945,Hauke,Larfeldt,Engineer,11/16/1993,11/16/2000,Production
15948,Karoline,Versino,Engineer,1/14/1986,1/14/1991,Development
15955,Yuguang,Dratva,Engineer,3/31/1986,3/31/1991,Production
15971,Arumugam,Aloia,Senior Engineer,5/3/1988,1/1/9999,Development
15977,King,Ballarin,Senior Staff,11/2/2000,1/1/9999,Research
15978,Kaijung,Wielonsky,Engineer,2/25/1997,1/1/9999,Quality Management
15993,Yoshimitsu,Peir,Senior Engineer,11/19/1988,1/1/9999,Development
16000,Marek,Demos,Engineer,5/5/1996,5/5/2002,Production
16018,Boutros,Papadias,Engineer,10/6/1987,10/5/1992,Production
16019,Chaoyi,Heystek,Engineer,8/1/1985,8/1/1990,Research
16025,Doowon,Luce,Engineer,3/5/1988,3/5/1994,Development
16028,JiYoung,Takkinen,Engineer,8/12/1988,8/13/1995,Production
16033,Wayne,Spelt,Senior Staff,9/9/1986,1/1/9999,Finance
16052,Maria,Rodham,Engineer,1/27/1991,1/26/1997,Development
16066,Marsha,Penn,Senior Staff,9/16/1993,1/1/9999,Sales
16068,Leandro,Zongker,Senior Staff,12/17/1992,1/1/9999,Finance
16076,Marko,Ebeling,Engineer,8/6/1997,1/1/9999,Development
16077,Kannan,Heemskerk,Assistant Engineer,7/2/1987,7/2/1994,Development
16086,Mohammad,Denos,Assistant Engineer,4/27/1987,4/26/1993,Development
16094,Berto,Rosar,Engineer,7/18/1993,7/18/1999,Development
16099,Mohan,Ferretti,Senior Staff,10/23/1990,1/1/9999,Human Resources
16126,Tse,Crabtree,Staff,10/10/1997,1/1/9999,Customer Service
16130,Kerryn,Belinskaya,Assistant Engineer,7/26/1993,7/26/2002,Development
16134,Annemarie,Chaudhuri,Engineer,3/12/1990,3/12/1998,Development
16138,Leucio,Krzyzanowski,Senior Staff,5/5/1994,1/1/9999,Marketing
16154,Monique,Docker,Technique Leader,3/12/1994,1/1/9999,Quality Management
16185,Marin,Winter,Technique Leader,4/28/1987,1/1/9999,Development
16192,Leandro,Sigstam,Senior Engineer,5/5/1992,1/1/9999,Customer Service
16201,Krassimir,Olano,Technique Leader,8/13/1987,1/1/9999,Development
16227,Hitomi,Vural,Engineer,9/25/1985,9/25/1993,Production
16229,Ronnie,Lanzelotte,Senior Staff,9/17/1996,1/1/9999,Customer Service
16230,Ung,Babu,Senior Staff,2/19/1996,1/1/9999,Customer Service
16233,Sushant,Baba,Senior Staff,3/24/1987,1/1/9999,Sales
16234,Jacopo,Basart,Senior Staff,5/14/1991,1/1/9999,Customer Service
16246,Makato,Masaki,Engineer,10/10/1996,1/1/9999,Production
16252,Carrsten,Mattern,Engineer,7/10/1988,7/11/1995,Production
16266,Mikhail,Sethi,Senior Staff,10/25/1985,1/1/9999,Sales
16272,Shuho,Zeleznik,Assistant Engineer,4/16/1986,4/16/1991,Research
16274,Sadun,Navazio,Senior Staff,5/19/1994,1/1/9999,Finance
16324,Billie,Bazzichi,Staff,5/4/1998,1/1/9999,Human Resources
16337,Hironoby,Schaad,Engineer,11/7/1986,11/7/1994,Production
16341,Boutros,Fendler,Senior Staff,12/8/1999,1/1/9999,Research
16355,Nikolaos,Luca,Senior Staff,6/30/1992,1/1/9999,Sales
16364,Yifei,Gini,Senior Staff,9/19/1994,1/1/9999,Sales
16365,Janalee,Mellouli,Senior Staff,4/27/1990,1/1/9999,Research
